UBERON:0000005;chemosensory organ;0;0;UBERON:0001032
UBERON:0000015;non-material anatomical boundary;0;0;UBERON:0000467
UBERON:0000021;cutaneous appendage;0;0;UBERON:0000026
UBERON:0000022;feather;0;0;UBERON:0002161
UBERON:0000031;lamina propria of trachea;0;0;UBERON:0003459
UBERON:0000032;obsolete cranial structure;0;0;UBERON:0007798
UBERON:0000036;secondary ovarian follicle;0;0;UBERON:0001305
UBERON:0000037;tertiary ovarian follicle;0;0;UBERON:0001305
UBERON:0000041;odontode scale;0;0;UBERON:2001744
UBERON:0000046;stemma;0;0;UBERON:0003074
UBERON:0000048;pinhole eye;0;0;UBERON:0001305
UBERON:0000049;spherical lensed eye;0;0;UBERON:0001305
UBERON:0000050;simple eye with multiple lenses;0;0;UBERON:0010231
UBERON:0000063;organ subunit;0;0;UBERON:0000477
UBERON:0000067;obsolete embryo stage part;0;0;"There is no UBERON ID for ""obsolete embryo stage part"" because it is not a valid or recognized term in the UBERON ontology."
UBERON:0000072;proximo-distal subdivision of respiratory tract;0;0;UBERON:0002185
UBERON:0000077;mixed endoderm/mesoderm-derived structure;0;0;UBERON:0004121
UBERON:0000078;mixed ectoderm/mesoderm/endoderm-derived structure;0;0;UBERON:0004121
UBERON:0000081;metanephros;0;0;UBERON:0000369
UBERON:0000094;membrane organ;0;0;UBERON:0000479
UBERON:0000101;lobe of lung;0;0;UBERON:0002048
UBERON:0000102;lung vasculature;0;0;UBERON:0002049
UBERON:0000103;obsolete life cycle stage boundary;0;0;"There is no UBERON ID for the label ""obsolete life cycle stage boundary"" because it is not a valid or recognized term in the UBERON ontology."
UBERON:0000112;sexually immature stage;0;0;UBERON:0000113
UBERON:0000114;lung connective tissue;0;0;UBERON:0008946
UBERON:0000116;lung saccule;0;0;UBERON:0008946
UBERON:0000118;lung bud;0;0;UBERON:0003921
UBERON:0000127;facial nucleus;0;0;UBERON:0002244
UBERON:0000130;transverse foramen;0;0;UBERON:0006382
UBERON:0000153;anterior region of body;0;0;UBERON:0000465
UBERON:0000158;membranous layer;0;0;UBERON:0005346
UBERON:0000168;proximal-distal subdivision of colon;0;0;UBERON:0001157
UBERON:0000171;respiration organ;0;0;UBERON:0000178
UBERON:0000174;excreta;0;0;UBERON:0001988
UBERON:0000177;pus;0;0;UBERON:0001988
UBERON:0000180;lateral lumbar region of abdomen;0;0;UBERON:0004551
UBERON:0000199;neck of radius;0;0;UBERON:0001422
UBERON:0000201;endothelial blood brain barrier;0;0;UBERON:0006865
UBERON:0000205;papula;0;0;UBERON:0001823
UBERON:0000207;compound eye corneal lens;0;0;UBERON:0008061
UBERON:0000208;obsolete cellular lens;0;0;UBERON:0001049
